1823,ROSALÍA,EL MAL QUERER,8,https://www.youtube.com/watch?v=E93gYPKfC8U
1822,Vince Staples,FM!,7,https://www.youtube.com/watch?v=zlmRdQanHlc
1817,"Curren$y, Freddie Gibbs & The Alchemist",Fetti,7,https://www.youtube.com/watch?v=sPloNY4dmnc
1816,Poppy,Am I A Girl?,7,https://www.youtube.com/watch?v=lqax_kwYL3A
1815,Julia Holter,Aviary,8,https://www.youtube.com/watch?v=iWiKSNULvPc
1813,Daughters,You Won't Get What You Want,10,https://www.youtube.com/watch?v=DO5pcLp8-HM
1810,Open Mike Eagle,What Happens When I Try To Relax,7,https://www.youtube.com/watch?v=0lapNx5xza8
1808,Current 93,The Light Is Leaving Us All,8,https://www.youtube.com/watch?v=Nev2-f2cfjo
1807,Polyphia,New Levels New Devils,8,https://www.youtube.com/watch?v=fdryZIr7Cp4
1803,Behemoth,I Loved You at Your Darkest,7,https://www.youtube.com/watch?v=EFnXxL8sJ74
1800,Twenty One Pilots,Trench,8,https://www.youtube.com/watch?v=GTuTUfMe64Q
1798,Clarence Clarity,THINK : PEACE,7,https://www.youtube.com/watch?v=mFXDzNcsUcg
1797,Kero Kero Bonito,Time 'n' Place,8,https://www.youtube.com/watch?v=ErQy1u8wT6g
1795,Marissa Nadler,For My Crimes,7,https://www.youtube.com/watch?v=r_WKzCe2Tc0
1794,Horrendous,Idol,9,https://www.youtube.com/watch?v=Sh1JemfxBkc
1791,Lupe Fiasco,DROGAS Wave,7,https://www.youtube.com/watch?v=LbhRrs9mQcw
1790,BROCKHAMPTON,iridescence,7,https://www.youtube.com/watch?v=E4csHqVYJXo
1788,JMSN,Velvet,7,https://www.youtube.com/watch?v=BbtNEZizabs
1787,Noname,Room 25,8,https://www.youtube.com/watch?v=NvbzLQbLShE
1785,Aphex Twin,Collapse EP,8,https://www.youtube.com/watch?v=xedn_lbTJzo
1784,Guerilla Toss,Twisted Crystal,8,https://www.youtube.com/watch?v=57r3E3XRNRk
1782,Spiritualized,And Nothing Hurt,7,https://www.youtube.com/watch?v=GN5tigKpQ9M
1779,Yves Tumor,Safe in the Hands of Love,7,https://www.youtube.com/watch?v=i4BoYm405Zk
1777,Idles,Joy as an Act of Resistance,9,https://www.youtube.com/watch?v=4i2PpkVGQNQ
1775,Armand Hammer,Paraffin,8,https://www.youtube.com/watch?v=PBAuMgx3uwk
1774,Blood Orange,Negro Swan,8,https://www.youtube.com/watch?v=KMc_N5ziha0
1772,Hermit and the Recluse,Orpheus vs. the Sirens,8,https://www.youtube.com/watch?v=5wzAij917v4
1771,Ariana Grande,Sweetener,7,https://www.youtube.com/watch?v=OxeoGczp0Qg
1768,George Clanton,Slide,7,https://www.youtube.com/watch?v=-2Neevd-Low
1764,Louis Cole,Time,8,https://www.youtube.com/watch?v=BEDSulIgCQc
1763,Iglooghost,Steel Mogu,7,https://www.youtube.com/watch?v=nFM1sCBx9do
1762,Iglooghost,Clear Tamei,8,https://www.youtube.com/watch?v=nFM1sCBx9do
1761,Travis Scott,ASTROWORLD,7,https://www.youtube.com/watch?v=t4RjOz8dKro
1758,Okonkolo,Cantos,7,https://www.youtube.com/watch?v=UoAAk3tRb-g
1757,Denzel Curry,TA13OO,8,https://www.youtube.com/watch?v=nDZqxWjRLCU
1755,The Internet,Hive Mind,7,https://www.youtube.com/watch?v=O3GBsa1-dKs
1752,Imperial Triumphant,Vile Luxury,8,https://www.youtube.com/watch?v=IX5QmxD9kVE
1751,HMLTD,Hate Music Last Time Delete,8,https://www.youtube.com/watch?v=Wo4tybjxZa8
1750,Let's Eat Grandma,I'm All Ears,7,https://www.youtube.com/watch?v=rTb8Kcs89mk
1749,Florence + The Machine,High as Hope,7,https://www.youtube.com/watch?v=RIf2tJqrGXI
1745,Death Grips,Year of the Snitch,9,https://www.youtube.com/watch?v=ynCFF7DWHmI
